INFO 2025-11-03 02:51:40,369 autoreload Watching for file changes with StatReloader
INFO 2025-11-03 03:04:48,409 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:48,409 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:48,410 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:48,410 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:48,411 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:48,412 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:48,413 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:48,414 base Added job "self_ping" to job store "default"
INFO 2025-11-03 03:04:48,414 base Added job "restore_user_kill_switches" to job store "default"
INFO 2025-11-03 03:04:48,415 base Added job "restore_super_user_after_market" to job store "default"
INFO 2025-11-03 03:04:48,415 base Added job "auto_order_count_monitoring_process" to job store "default"
INFO 2025-11-03 03:04:48,416 base Added job "autoclosePositionProcess" to job store "default"
INFO 2025-11-03 03:04:48,416 base Added job "autoStopLossLotControlProcess" to job store "default"
INFO 2025-11-03 03:04:48,417 base Added job "check_and_update_daily_account_overview" to job store "default"
INFO 2025-11-03 03:04:48,418 base Added job "update_order_history" to job store "default"
INFO 2025-11-03 03:04:48,418 base Scheduler started
DEBUG 2025-11-03 03:04:48,419 base Looking for jobs to run
DEBUG 2025-11-03 03:04:48,420 base Next wakeup is due at 2025-11-03 03:04:49.410571+05:30 (in 0.990564 seconds)
INFO 2025-11-03 03:04:48,420 scheduler Scheduler started with jobs: [<Job (id=7ed3c40b5ed14f3fbec20a53dda1caa7 name=autoclosePositionProcess)>, <Job (id=361db9ff461049508ba411869129fc17 name=auto_order_count_monitoring_process)>, <Job (id=b285ceef95e84223a7ab05843a9521a3 name=autoStopLossLotControlProcess)>, <Job (id=4bb61aa585c44871b9be3915147d1fb9 name=check_and_update_daily_account_overview)>, <Job (id=015aa3ba410b4b279194ae868d520622 name=self_ping)>, <Job (id=f2aeace63dd54ed69709b4b6c100aa0e name=restore_user_kill_switches)>, <Job (id=a4945bbb9b4046448fe18a3f3b0c2fc4 name=restore_super_user_after_market)>, <Job (id=ffdc1f9d2a40492e8d0024f30723e38e name=update_order_history)>]
INFO 2025-11-03 03:04:48,834 base Scheduler has been shut down
DEBUG 2025-11-03 03:04:48,835 base Looking for jobs to run
DEBUG 2025-11-03 03:04:48,835 base No jobs; waiting until a job is added
INFO 2025-11-03 03:04:48,836 scheduler Scheduler shut down.
INFO 2025-11-03 03:04:48,846 base Scheduler has been shut down
DEBUG 2025-11-03 03:04:48,847 base Looking for jobs to run
DEBUG 2025-11-03 03:04:48,847 base No jobs; waiting until a job is added
INFO 2025-11-03 03:04:48,848 scheduler Scheduler shut down.
INFO 2025-11-03 03:04:51,744 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,745 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,746 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,746 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,747 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,747 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,747 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,748 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,749 base Added job "self_ping" to job store "default"
INFO 2025-11-03 03:04:51,749 base Added job "restore_user_kill_switches" to job store "default"
INFO 2025-11-03 03:04:51,750 base Added job "restore_super_user_after_market" to job store "default"
INFO 2025-11-03 03:04:51,750 base Added job "auto_order_count_monitoring_process" to job store "default"
INFO 2025-11-03 03:04:51,750 base Added job "autoclosePositionProcess" to job store "default"
INFO 2025-11-03 03:04:51,751 base Added job "autoStopLossLotControlProcess" to job store "default"
INFO 2025-11-03 03:04:51,751 base Added job "check_and_update_daily_account_overview" to job store "default"
INFO 2025-11-03 03:04:51,752 base Added job "update_order_history" to job store "default"
INFO 2025-11-03 03:04:51,752 base Scheduler started
DEBUG 2025-11-03 03:04:51,752 base Looking for jobs to run
DEBUG 2025-11-03 03:04:51,753 base Next wakeup is due at 2025-11-03 03:04:52.746856+05:30 (in 0.993511 seconds)
INFO 2025-11-03 03:04:51,753 scheduler Scheduler started with jobs: [<Job (id=1ecc530f38204b98b8df2fa270cc82aa name=autoclosePositionProcess)>, <Job (id=699b52ed05a54c10bd79a67d74778b58 name=auto_order_count_monitoring_process)>, <Job (id=54dff85c029e4161bc04093449a7760d name=autoStopLossLotControlProcess)>, <Job (id=e8708de8b0ef49d4a692c5a84acc6778 name=check_and_update_daily_account_overview)>, <Job (id=bebabbf9a3b5449fbb99a3666c6658c8 name=self_ping)>, <Job (id=9f9b32a189ba4faf8e9ec759fddbebb1 name=restore_user_kill_switches)>, <Job (id=1e56333277284c4bac0b60f086a90d00 name=update_order_history)>, <Job (id=2b79a80965d64b639eb382587665557a name=restore_super_user_after_market)>]
INFO 2025-11-03 03:04:51,758 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,759 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,759 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,760 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,760 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,761 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,761 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,762 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:51,763 base Added job "self_ping" to job store "default"
INFO 2025-11-03 03:04:51,763 base Added job "restore_user_kill_switches" to job store "default"
INFO 2025-11-03 03:04:51,764 base Added job "restore_super_user_after_market" to job store "default"
INFO 2025-11-03 03:04:51,764 base Added job "auto_order_count_monitoring_process" to job store "default"
INFO 2025-11-03 03:04:51,765 base Added job "autoclosePositionProcess" to job store "default"
INFO 2025-11-03 03:04:51,765 base Added job "autoStopLossLotControlProcess" to job store "default"
INFO 2025-11-03 03:04:51,765 base Added job "check_and_update_daily_account_overview" to job store "default"
INFO 2025-11-03 03:04:51,766 base Added job "update_order_history" to job store "default"
INFO 2025-11-03 03:04:51,766 base Scheduler started
DEBUG 2025-11-03 03:04:51,767 base Looking for jobs to run
DEBUG 2025-11-03 03:04:51,767 base Next wakeup is due at 2025-11-03 03:04:52.760409+05:30 (in 0.992708 seconds)
INFO 2025-11-03 03:04:51,768 scheduler Scheduler started with jobs: [<Job (id=58fc864b989445b5a54b808588307680 name=autoclosePositionProcess)>, <Job (id=24bde7b4cd654162965d7736b2098c09 name=auto_order_count_monitoring_process)>, <Job (id=a63f0002a2c74fd48bf6886dd6e131f8 name=autoStopLossLotControlProcess)>, <Job (id=6a421a7a8c72416c8cf9ba2f80716446 name=check_and_update_daily_account_overview)>, <Job (id=3dcc7178d8c844f69a479fb5abe36e00 name=self_ping)>, <Job (id=566ec8dc97724112802105d892504a52 name=restore_user_kill_switches)>, <Job (id=4fdb8f03729547419d2ad3e06239f077 name=update_order_history)>, <Job (id=981dd84e5e4d4cf18225b6c0fa6828a4 name=restore_super_user_after_market)>]
INFO 2025-11-03 03:04:52,304 base Scheduler has been shut down
DEBUG 2025-11-03 03:04:52,305 base Looking for jobs to run
DEBUG 2025-11-03 03:04:52,305 base No jobs; waiting until a job is added
INFO 2025-11-03 03:04:52,305 scheduler Scheduler shut down.
INFO 2025-11-03 03:04:52,320 base Scheduler has been shut down
DEBUG 2025-11-03 03:04:52,320 base Looking for jobs to run
DEBUG 2025-11-03 03:04:52,320 base No jobs; waiting until a job is added
INFO 2025-11-03 03:04:52,321 scheduler Scheduler shut down.
INFO 2025-11-03 03:04:54,822 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,823 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,824 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,824 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,824 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,825 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,825 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,826 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,827 base Added job "self_ping" to job store "default"
INFO 2025-11-03 03:04:54,828 base Added job "restore_user_kill_switches" to job store "default"
INFO 2025-11-03 03:04:54,828 base Added job "restore_super_user_after_market" to job store "default"
INFO 2025-11-03 03:04:54,828 base Added job "auto_order_count_monitoring_process" to job store "default"
INFO 2025-11-03 03:04:54,829 base Added job "autoclosePositionProcess" to job store "default"
INFO 2025-11-03 03:04:54,829 base Added job "autoStopLossLotControlProcess" to job store "default"
INFO 2025-11-03 03:04:54,830 base Added job "check_and_update_daily_account_overview" to job store "default"
INFO 2025-11-03 03:04:54,830 base Added job "update_order_history" to job store "default"
INFO 2025-11-03 03:04:54,830 base Scheduler started
DEBUG 2025-11-03 03:04:54,831 base Looking for jobs to run
DEBUG 2025-11-03 03:04:54,831 base Next wakeup is due at 2025-11-03 03:04:55.824704+05:30 (in 0.992876 seconds)
INFO 2025-11-03 03:04:54,832 scheduler Scheduler started with jobs: [<Job (id=f5063f86a0f74b0fa860e08671e6dfd5 name=autoclosePositionProcess)>, <Job (id=b8eeaea413ea49998ce227336dd860ca name=auto_order_count_monitoring_process)>, <Job (id=41d01228c4674fea8f918e2e591e9523 name=autoStopLossLotControlProcess)>, <Job (id=dc078d77c04c4e3a860c00ff7aad82eb name=check_and_update_daily_account_overview)>, <Job (id=43490a453215460c99a35e977628a90f name=self_ping)>, <Job (id=ac1743a27c45440a81f8aa0ecfcd9565 name=restore_user_kill_switches)>, <Job (id=467e3329c1414244a29e4edcf9319fdb name=restore_super_user_after_market)>, <Job (id=f3269bc3a1be4b7091f54707b2186e3e name=update_order_history)>]
INFO 2025-11-03 03:04:54,834 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,834 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,835 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,836 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,836 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,836 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,837 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,837 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:54,838 base Added job "self_ping" to job store "default"
INFO 2025-11-03 03:04:54,838 base Added job "restore_user_kill_switches" to job store "default"
INFO 2025-11-03 03:04:54,839 base Added job "restore_super_user_after_market" to job store "default"
INFO 2025-11-03 03:04:54,839 base Added job "auto_order_count_monitoring_process" to job store "default"
INFO 2025-11-03 03:04:54,840 base Added job "autoclosePositionProcess" to job store "default"
INFO 2025-11-03 03:04:54,840 base Added job "autoStopLossLotControlProcess" to job store "default"
INFO 2025-11-03 03:04:54,840 base Added job "check_and_update_daily_account_overview" to job store "default"
INFO 2025-11-03 03:04:54,841 base Added job "update_order_history" to job store "default"
INFO 2025-11-03 03:04:54,841 base Scheduler started
DEBUG 2025-11-03 03:04:54,842 base Looking for jobs to run
INFO 2025-11-03 03:04:54,842 scheduler Scheduler started with jobs: [<Job (id=3588582812e046b0864c951d53b05f67 name=autoclosePositionProcess)>, <Job (id=e3684051efec4c69a2ad472038e07163 name=auto_order_count_monitoring_process)>, <Job (id=498adc0ab302409ab0a5d0e43418f056 name=autoStopLossLotControlProcess)>, <Job (id=3efdf95da333415fa4c41a2c8327d180 name=check_and_update_daily_account_overview)>, <Job (id=206565931f35449786ff51accc135f3c name=self_ping)>, <Job (id=d7214fdf55f7430d8acadeb2a291c5a6 name=restore_user_kill_switches)>, <Job (id=3c2297efabad48a386fe26197e1caa90 name=restore_super_user_after_market)>, <Job (id=7b9ced54df1a4cd9b9912b9cceb838bb name=update_order_history)>]
DEBUG 2025-11-03 03:04:54,843 base Next wakeup is due at 2025-11-03 03:04:55.836199+05:30 (in 0.993112 seconds)
INFO 2025-11-03 03:04:55,139 base Scheduler has been shut down
DEBUG 2025-11-03 03:04:55,140 base Looking for jobs to run
DEBUG 2025-11-03 03:04:55,140 base No jobs; waiting until a job is added
INFO 2025-11-03 03:04:55,141 scheduler Scheduler shut down.
INFO 2025-11-03 03:04:55,144 base Scheduler has been shut down
DEBUG 2025-11-03 03:04:55,144 base Looking for jobs to run
DEBUG 2025-11-03 03:04:55,145 base No jobs; waiting until a job is added
INFO 2025-11-03 03:04:55,145 scheduler Scheduler shut down.
INFO 2025-11-03 03:04:57,582 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,583 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,584 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,584 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,584 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,585 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,585 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,586 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,587 base Added job "self_ping" to job store "default"
INFO 2025-11-03 03:04:57,587 base Added job "restore_user_kill_switches" to job store "default"
INFO 2025-11-03 03:04:57,588 base Added job "restore_super_user_after_market" to job store "default"
INFO 2025-11-03 03:04:57,588 base Added job "auto_order_count_monitoring_process" to job store "default"
INFO 2025-11-03 03:04:57,588 base Added job "autoclosePositionProcess" to job store "default"
INFO 2025-11-03 03:04:57,589 base Added job "autoStopLossLotControlProcess" to job store "default"
INFO 2025-11-03 03:04:57,589 base Added job "check_and_update_daily_account_overview" to job store "default"
INFO 2025-11-03 03:04:57,590 base Added job "update_order_history" to job store "default"
INFO 2025-11-03 03:04:57,590 base Scheduler started
DEBUG 2025-11-03 03:04:57,590 base Looking for jobs to run
INFO 2025-11-03 03:04:57,591 scheduler Scheduler started with jobs: [<Job (id=a1f1bf31f9e8471992b0eb96c9eded4e name=autoclosePositionProcess)>, <Job (id=1714eb1b10164e029a0413602e3e920c name=auto_order_count_monitoring_process)>, <Job (id=178a55d47ab3467f881a298e641caa8c name=autoStopLossLotControlProcess)>, <Job (id=c07d5d44cb2b4924b3fca2f905b61b01 name=check_and_update_daily_account_overview)>, <Job (id=8eb4cbe60b3d4f379b000ab0d34fc062 name=self_ping)>, <Job (id=e5e241a0e00c452399b9d5ea50e5134d name=restore_user_kill_switches)>, <Job (id=041da5ca4561494997f9e4c9382ea015 name=update_order_history)>, <Job (id=5c9753cb95ed4489931e159c694700cc name=restore_super_user_after_market)>]
DEBUG 2025-11-03 03:04:57,591 base Next wakeup is due at 2025-11-03 03:04:58.584735+05:30 (in 0.993052 seconds)
INFO 2025-11-03 03:04:57,617 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,617 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,618 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,619 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,619 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,620 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,620 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,621 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:04:57,621 base Added job "self_ping" to job store "default"
INFO 2025-11-03 03:04:57,622 base Added job "restore_user_kill_switches" to job store "default"
INFO 2025-11-03 03:04:57,623 base Added job "restore_super_user_after_market" to job store "default"
INFO 2025-11-03 03:04:57,623 base Added job "auto_order_count_monitoring_process" to job store "default"
INFO 2025-11-03 03:04:57,623 base Added job "autoclosePositionProcess" to job store "default"
INFO 2025-11-03 03:04:57,624 base Added job "autoStopLossLotControlProcess" to job store "default"
INFO 2025-11-03 03:04:57,624 base Added job "check_and_update_daily_account_overview" to job store "default"
INFO 2025-11-03 03:04:57,625 base Added job "update_order_history" to job store "default"
INFO 2025-11-03 03:04:57,625 base Scheduler started
DEBUG 2025-11-03 03:04:57,626 base Looking for jobs to run
DEBUG 2025-11-03 03:04:57,626 base Next wakeup is due at 2025-11-03 03:04:58.619346+05:30 (in 0.992826 seconds)
INFO 2025-11-03 03:04:57,626 scheduler Scheduler started with jobs: [<Job (id=da1f5ba55c0847da8aa25da4784378c2 name=autoclosePositionProcess)>, <Job (id=3431ea51548547db92582012917b932c name=auto_order_count_monitoring_process)>, <Job (id=47bf035a867b4144b7ffb80998ca7964 name=autoStopLossLotControlProcess)>, <Job (id=a5d52c503bdf4117aaded9bfe658880c name=check_and_update_daily_account_overview)>, <Job (id=d68dee5a78c048549596dd8238d4a0cb name=self_ping)>, <Job (id=868762add189414881996af616d1c103 name=restore_user_kill_switches)>, <Job (id=80ad3c3906444615ada4891113dc706b name=restore_super_user_after_market)>, <Job (id=80cf562946074d5fa75348ddc024eb23 name=update_order_history)>]
INFO 2025-11-03 03:04:57,955 base Scheduler has been shut down
INFO 2025-11-03 03:04:57,955 base Scheduler has been shut down
DEBUG 2025-11-03 03:04:57,955 base Looking for jobs to run
DEBUG 2025-11-03 03:04:57,956 base No jobs; waiting until a job is added
DEBUG 2025-11-03 03:04:57,956 base Looking for jobs to run
DEBUG 2025-11-03 03:04:57,956 base No jobs; waiting until a job is added
INFO 2025-11-03 03:04:57,956 scheduler Scheduler shut down.
INFO 2025-11-03 03:04:57,956 scheduler Scheduler shut down.
INFO 2025-11-03 03:05:00,595 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:00,596 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:00,597 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:00,597 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:00,597 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:00,598 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:00,598 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:00,599 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:00,599 base Added job "self_ping" to job store "default"
INFO 2025-11-03 03:05:00,600 base Added job "restore_user_kill_switches" to job store "default"
INFO 2025-11-03 03:05:00,600 base Added job "restore_super_user_after_market" to job store "default"
INFO 2025-11-03 03:05:00,601 base Added job "auto_order_count_monitoring_process" to job store "default"
INFO 2025-11-03 03:05:00,601 base Added job "autoclosePositionProcess" to job store "default"
INFO 2025-11-03 03:05:00,601 base Added job "autoStopLossLotControlProcess" to job store "default"
INFO 2025-11-03 03:05:00,602 base Added job "check_and_update_daily_account_overview" to job store "default"
INFO 2025-11-03 03:05:00,602 base Added job "update_order_history" to job store "default"
INFO 2025-11-03 03:05:00,602 base Scheduler started
DEBUG 2025-11-03 03:05:00,603 base Looking for jobs to run
DEBUG 2025-11-03 03:05:00,603 base Next wakeup is due at 2025-11-03 03:05:01.597646+05:30 (in 0.993900 seconds)
INFO 2025-11-03 03:05:00,604 scheduler Scheduler started with jobs: [<Job (id=23187925b66f4518aa2d2d0ca9a9e914 name=autoclosePositionProcess)>, <Job (id=319b905cd3ca4a35b47bfeadbb8827f3 name=auto_order_count_monitoring_process)>, <Job (id=afd59f5a11684e8aa64f89175988dbfa name=autoStopLossLotControlProcess)>, <Job (id=fdaa6b449b6348e3a4418c64e03279d0 name=check_and_update_daily_account_overview)>, <Job (id=79a9ad8661884ed2aac3f65e566ac1a9 name=self_ping)>, <Job (id=a6ac669e384d477093d92cc62ed092d8 name=restore_user_kill_switches)>, <Job (id=6fab56433cc94653bb774f0dfa908f6c name=restore_super_user_after_market)>, <Job (id=7dde103bd66f461f82c1a3640383a3eb name=update_order_history)>]
DEBUG 2025-11-03 03:05:01,598 base Looking for jobs to run
INFO 2025-11-03 03:05:01,599 base Running job "autoclosePositionProcess (trigger: interval[0:00:01], next run at: 2025-11-03 03:05:01 IST)" (scheduled at 2025-11-03 03:05:01.597646+05:30)
DEBUG 2025-11-03 03:05:01,599 base Next wakeup is due at 2025-11-03 03:05:02.597258+05:30 (in 0.997670 seconds)
INFO 2025-11-03 03:05:01,600 scheduler Job 'autoclosePositionProcess' executed in 0.0003 seconds.
INFO 2025-11-03 03:05:01,601 base Job "autoclosePositionProcess (trigger: interval[0:00:01], next run at: 2025-11-03 03:05:02 IST)" executed successfully
INFO 2025-11-03 03:05:02,502 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:02,503 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:02,503 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:02,504 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:02,504 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:02,504 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:02,504 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:02,505 base Adding job tentatively -- it will be properly scheduled when the scheduler starts
INFO 2025-11-03 03:05:02,505 base Added job "self_ping" to job store "default"
INFO 2025-11-03 03:05:02,505 base Added job "restore_user_kill_switches" to job store "default"
INFO 2025-11-03 03:05:02,506 base Added job "restore_super_user_after_market" to job store "default"
INFO 2025-11-03 03:05:02,506 base Added job "auto_order_count_monitoring_process" to job store "default"
INFO 2025-11-03 03:05:02,506 base Added job "autoclosePositionProcess" to job store "default"
INFO 2025-11-03 03:05:02,506 base Added job "autoStopLossLotControlProcess" to job store "default"
INFO 2025-11-03 03:05:02,506 base Added job "check_and_update_daily_account_overview" to job store "default"
INFO 2025-11-03 03:05:02,506 base Added job "update_order_history" to job store "default"
INFO 2025-11-03 03:05:02,507 base Scheduler started
DEBUG 2025-11-03 03:05:02,507 base Looking for jobs to run
INFO 2025-11-03 03:05:02,507 scheduler Scheduler started with jobs: [<Job (id=4481214d389846999c189f9d590a778e name=autoclosePositionProcess)>, <Job (id=bb1b8df1ee684ecba4c73763e31aeccd name=auto_order_count_monitoring_process)>, <Job (id=247a155baf124d46a087772a28610e6a name=autoStopLossLotControlProcess)>, <Job (id=5e0f36b66c264dfa9ad8d409cd3f1949 name=check_and_update_daily_account_overview)>, <Job (id=01d8379035b64a368bb21834654b4f01 name=self_ping)>, <Job (id=38f4c4df7885406bbb536fd13a64fb1f name=restore_user_kill_switches)>, <Job (id=0ce1ec00b8d44047a9e270a3ffa6bad9 name=restore_super_user_after_market)>, <Job (id=ebef084a3c084c7fafdcdc1b010d8365 name=update_order_history)>]
DEBUG 2025-11-03 03:05:02,508 base Next wakeup is due at 2025-11-03 03:05:03.504130+05:30 (in 0.996025 seconds)
INFO 2025-11-03 03:05:02,547 autoreload Watching for file changes with StatReloader
DEBUG 2025-11-03 03:05:02,597 base Looking for jobs to run
INFO 2025-11-03 03:05:02,598 base Running job "auto_order_count_monitoring_process (trigger: interval[0:00:02], next run at: 2025-11-03 03:05:04 IST)" (scheduled at 2025-11-03 03:05:02.597258+05:30)
INFO 2025-11-03 03:05:02,599 base Running job "autoclosePositionProcess (trigger: interval[0:00:01], next run at: 2025-11-03 03:05:03 IST)" (scheduled at 2025-11-03 03:05:02.597646+05:30)
INFO 2025-11-03 03:05:02,600 base Running job "autoStopLossLotControlProcess (trigger: interval[0:00:02], next run at: 2025-11-03 03:05:04 IST)" (scheduled at 2025-11-03 03:05:02.598066+05:30)
